"STATUS_DESCRIPTION";"HANDLE";"ROUTER";"ROUTER_TYPE";"DESCRIPTION";"TEMPORARY_ROUTER";"CREATED_DATE_TIME";"MODIFIED_DATE_TIME"
"Releasable";"RouterBO:0001,RETURN_TO_PREVIOUS,D,A";"RETURN_TO_PREVIOUS";"D";"An Vorgängervorgang zurückgeben";0;"2012-02-21T08:32";"2012-02-21T08:32"
"Releasable";"RouterBO:0001,SCRAP,D,A";"SCRAP";"D";"Verschrotten";0;"2012-02-21T08:32";"2012-02-21T08:32"
"Releasable";"RouterBO:0001,USEABLE_AS_IS,D,A";"USEABLE_AS_IS";"D";"So verwendbar";0;"2012-02-21T08:32";"2012-02-21T08:32"
"Releasable";"RouterBO:0001,USEABLE_AS_IS_COMPLETE,D,A";"USEABLE_AS_IS_COMPLETE";"D";"So verwendbar - Ursprung abschließen";0;"2012-02-21T08:32";"2012-02-21T08:32"
"Releasable";"RouterBO:0001,ZELT_KREIS_A130600,U,A";"ZELT_KREIS_A130600";"U";"ZELT_KREIS_A130600";0;"2019-06-21T09:47:03";"2019-06-27T14:21:27"
"Releasable";"RouterBO:0001,ZELT_RETURN_TO_ANY_PREVIOUS_NC,N,A";"ZELT_RETURN_TO_ANY_PREVIOUS_NC";"N";"An beliebigen Vorgängervorgang zurückg.";0;"2012-09-12T08:53:47";"2012-09-12T08:53:47"
"Releasable";"RouterBO:0001,ZELT_SCRAP_NC,N,A";"ZELT_SCRAP_NC";"N";"Verschrotten";0;"2012-09-12T08:48:31";"2012-09-12T08:49:05"
"Releasable";"RouterBO:0001,_SYSTEM,U,A";"_SYSTEM";"U";"Systemdefinierter Arbeitsplan";0;"2012-02-21T08:32";"2012-02-21T08:32"
"Frozen";"RouterBO:0001,A06PDR004,U,A-1";"A06PDR004";"U";"Prüfstelle -Kameraprüfung_Dummyzähler";0;"2018-07-03T06:39:06";"2018-07-03T06:44:33"
"Obsolete";"RouterBO:0001,A00PDR0004,C,A";"A00PDR0004";"C";"Kann verwendet werden";0;"2018-01-10T08:21:31";"2018-01-10T08:37:37"
"Obsolete";"RouterBO:0001,A06N010,C,A";"A06N010";"C";"Prüfstelle-Fehlerfälle bearbeiten";0;"2017-12-07T15:47:49";"2018-02-05T10:38:20"
"Obsolete";"RouterBO:0001,A12PDR0001,U,A-7";"A12PDR0001";"U";"EMI Vormontage - Standardrouting";0;"2018-04-16T12:42:22";"2019-11-18T10:30:47"
"Obsolete";"RouterBO:0001,A12PDR0002,U,A-2";"A12PDR0002";"U";"EMI 4.1 Batterie prüfen";0;"2016-10-08T17:06:58";"2018-02-14T09:48:01"
"Hold";"RouterBO:0001,A01PDR0013,U,A-1";"A01PDR0013";"U";"Monti1";0;"2018-05-09T04:46:47";"2019-11-15T11:32:10"
