,SFC,OPERATION,Unique concatenate(DESCRIPTION),Unique concatenate(ITEM_GROUP),Unique count(DESCRIPTION),ITEM_NO,QTY,ROUTER,STEP_ID,RESRCE,WORK_CENTER,QTY_STARTED,QTY_COMPLETED,QTY_DONE,QTY_SCRAPPED,QTY_NON_CONFORMED,ELAPSED_TIME,ELAPSED_QUEUE_TIME,PREVIOUS_RESOURCE_BO,SFC_DONE,SHOP_ORDER_BO,DATE_TIME,ITEM_DESCRIPTION,ITEM_TYPE,OPERATION_DESCRIPTION,TYPE,SPECIAL_INSTRUCTION,RESOURCE_DESCRIPTION,SETUP_STATE,SETUP_DESCRIPTION,WORKCENTER_DESCRIPTION,WC_CATEGORY,WC_TYPE,SHOP_ORDER,QTY_ORDERED,QTY_RELEASED,QTY_DONE_SO,CUSTOMER,TRANSFER_SITE,PROCESSING_TIME_SECS,WAITING_TIME_SECS,DESCRIPTION,case:concept:name,concept:name,org:resource,time:timestamp
9,846181310,A012900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,110,5200,A010208,1,1,0,0,0,40017,51189,"ResourceBO:0001,3865",False,"ShopOrderBO:0001,60840244",29-05-2020 16:08:31,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,ATEX-Prüfung,N,,Automatische ATEX-Prüfung Monti 2,S,,Atexprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,40.017,51.189,Monti2 Ve,A010208,A012900ATEX-Prüfung,5200,29-05-2020 16:08:31
10,846181310,A013500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,120,7278,A0102,1,1,1,0,0,5,15554,"ResourceBO:0001,5200",True,"ShopOrderBO:0001,60840244",29-05-2020 16:10:02,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler abstapeln,N,,0020 Station 5.04 Wagen 2 BWM ZONE,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.005,15.554,Monti2 Ve,A0102,A013500Zähler abstapeln,7278,29-05-2020 16:10:02
0,846827931,A011350,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,10,4535,A010204,1,1,0,0,0,4086,1725,,False,"ShopOrderBO:0001,60840244",29-05-2020 16:02:08,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Ventil verschrauben,N,,Ventilmontage Gaszähler AP 4,S,,Ventilmontage,LEVEL1,ASSEMBLY,60840244,0,111,94,,,4.086,1.725,Monti2 Ve,A010204,A011350Ventil verschrauben,4535,29-05-2020 16:02:08
1,846827931,A011900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,30,3862,A0102,1,1,0,0,0,5,184209,"ResourceBO:0001,4536",False,"ShopOrderBO:0001,60840244",29-05-2020 16:02:13,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Messwerk einsetzen,N,,Station 4.01.01 Ventilm. Handauflagepl.,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.005,184.209,Monti2 Ve,A0102,A011900Messwerk einsetzen,3862,29-05-2020 16:02:13
2,846827931,A012000,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,40,3629,A010205,1,1,0,0,0,8273,110247,"ResourceBO:0001,3862",False,"ShopOrderBO:0001,60840244",29-05-2020 16:05:17,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Oberteil dosieren,N,,Station 3.07 Dosieren Oberteil,S,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,8.273,110.247,Monti2 Ve,A010205,A012000Oberteil dosieren,3629,29-05-2020 16:05:17
3,846827931,A012200,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,50,3630,A010205,1,1,0,0,0,3772,4459,"ResourceBO:0001,3629",False,"ShopOrderBO:0001,60840244",29-05-2020 16:07:15,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Unterteil aufsetzen,N,,Station 3.08 Unterteil aufsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,3.772,4.459,Monti2 Ve,A010205,A012200Unterteil aufsetzen,3630,29-05-2020 16:07:15
4,846827931,A012300,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,60,3631,A010206,1,1,0,0,0,7072,12476,"ResourceBO:0001,3630",False,"ShopOrderBO:0001,60840244",29-05-2020 16:07:22,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Falz auflegen,N,,Station 3.09 Falz auflegen,O,,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,7.072,12.476,Monti2 Ve,A010206,A012300Falz auflegen,3631,29-05-2020 16:07:22
5,846827931,A012500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,70,3760,A010206,1,1,0,0,0,16376,15690,"ResourceBO:0001,3631",False,"ShopOrderBO:0001,60840244",29-05-2020 16:07:41,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler vorbördeln,N,,Station 3.11 Vorbördeln Nr. 2,O, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,16.376,15.69,Monti2 Ve,A010206,A012500Zähler vorbördeln,3760,29-05-2020 16:07:41
6,846827931,A012600,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,80,3864,A010206,1,1,0,0,0,8266,3758,"ResourceBO:0001,3760",False,"ShopOrderBO:0001,60840244",29-05-2020 16:08:12,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler fertigbördeln,N,,Station 3.11 Fertigbördeln Nr. 2,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,8.266,3.758,Monti2 Ve,A010206,A012600Zähler fertigbördeln,3864,29-05-2020 16:08:12
7,846827931,A012800,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,90,3946,A010207,1,1,0,0,0,20576,31108,"ResourceBO:0001,3864",False,"ShopOrderBO:0001,60840244",29-05-2020 16:08:23,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler dichtheitsprüfen,N,,Prüfkammer 12,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,20.576,31.108,Monti2 Ve,A010207,A012800Zähler dichtheitsprüfen,3946,29-05-2020 16:08:23
8,846827931,A012850,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,100,3865,A010207,1,1,0,0,0,4,37835,"ResourceBO:0001,3946",False,"ShopOrderBO:0001,60840244",29-05-2020 16:09:14,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Etikett aufbringen (oben),N,,Station 5.07 Etikettierung Nr. 2,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,0.004,37.835,Monti2 Ve,A010207,A012850Etikett aufbringen (oben),3865,29-05-2020 16:09:14
9,846827931,A012900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,110,5200,A010208,1,1,0,0,0,47101,49147,"ResourceBO:0001,3865",False,"ShopOrderBO:0001,60840244",29-05-2020 16:09:51,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,ATEX-Prüfung,N,,Automatische ATEX-Prüfung Monti 2,S,,Atexprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,47.101,49.147,Monti2 Ve,A010208,A012900ATEX-Prüfung,5200,29-05-2020 16:09:51
10,846827931,A013500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,120,7278,A0102,1,1,1,0,0,4,14738,"ResourceBO:0001,5200",True,"ShopOrderBO:0001,60840244",29-05-2020 16:11:27,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler abstapeln,N,,0020 Station 5.04 Wagen 2 BWM ZONE,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.004,14.738,Monti2 Ve,A0102,A013500Zähler abstapeln,7278,29-05-2020 16:11:27
0,846331069,A011350,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,10,4535,A010204,1,1,0,0,0,3903,2403,,False,"ShopOrderBO:0001,60840244",29-05-2020 16:04:08,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Ventil verschrauben,N,,Ventilmontage Gaszähler AP 4,S,,Ventilmontage,LEVEL1,ASSEMBLY,60840244,0,111,94,,,3.903,2.403,Monti2 Ve,A010204,A011350Ventil verschrauben,4535,29-05-2020 16:04:08
1,846331069,A011900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,30,3862,A0102,1,1,0,0,0,4,191798,"ResourceBO:0001,4536",False,"ShopOrderBO:0001,60840244",29-05-2020 16:04:13,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Messwerk einsetzen,N,,Station 4.01.01 Ventilm. Handauflagepl.,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.004,191.798,Monti2 Ve,A0102,A011900Messwerk einsetzen,3862,29-05-2020 16:04:13
2,846331069,A012000,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,40,3629,A010205,1,1,0,0,0,10369,99374,"ResourceBO:0001,3862",False,"ShopOrderBO:0001,60840244",29-05-2020 16:07:24,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Oberteil dosieren,N,,Station 3.07 Dosieren Oberteil,S,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,10.369,99.374,Monti2 Ve,A010205,A012000Oberteil dosieren,3629,29-05-2020 16:07:24
3,846331069,A012200,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,50,3630,A010205,1,1,0,0,0,3455,4311,"ResourceBO:0001,3629",False,"ShopOrderBO:0001,60840244",29-05-2020 16:09:13,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Unterteil aufsetzen,N,,Station 3.08 Unterteil aufsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,3.455,4.311,Monti2 Ve,A010205,A012200Unterteil aufsetzen,3630,29-05-2020 16:09:13
4,846331069,A012300,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,60,3631,A010206,1,1,0,0,0,7106,11913,"ResourceBO:0001,3630",False,"ShopOrderBO:0001,60840244",29-05-2020 16:09:20,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Falz auflegen,N,,Station 3.09 Falz auflegen,O,,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,7.106,11.913,Monti2 Ve,A010206,A012300Falz auflegen,3631,29-05-2020 16:09:20
5,846331069,A012500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,70,3760,A010206,1,1,0,0,0,15591,19169,"ResourceBO:0001,3631",False,"ShopOrderBO:0001,60840244",29-05-2020 16:09:38,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler vorbördeln,N,,Station 3.11 Vorbördeln Nr. 2,O, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,15.591,19.169,Monti2 Ve,A010206,A012500Zähler vorbördeln,3760,29-05-2020 16:09:38
6,846331069,A012600,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,80,3864,A010206,1,1,0,0,0,10529,4304,"ResourceBO:0001,3760",False,"ShopOrderBO:0001,60840244",29-05-2020 16:10:12,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler fertigbördeln,N,,Station 3.11 Fertigbördeln Nr. 2,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,10.529,4.304,Monti2 Ve,A010206,A012600Zähler fertigbördeln,3864,29-05-2020 16:10:12
7,846331069,A012800,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,90,3946,A010207,1,1,0,0,0,19867,38536,"ResourceBO:0001,3864",False,"ShopOrderBO:0001,60840244",29-05-2020 16:10:26,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler dichtheitsprüfen,N,,Prüfkammer 12,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,19.867,38.536,Monti2 Ve,A010207,A012800Zähler dichtheitsprüfen,3946,29-05-2020 16:10:26
8,846331069,A012850,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,100,3865,A010207,1,1,0,0,0,4,37472,"ResourceBO:0001,3946",False,"ShopOrderBO:0001,60840244",29-05-2020 16:11:23,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Etikett aufbringen (oben),N,,Station 5.07 Etikettierung Nr. 2,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,0.004,37.472,Monti2 Ve,A010207,A012850Etikett aufbringen (oben),3865,29-05-2020 16:11:23
9,846331069,A012900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,110,5200,A010208,1,1,0,0,0,51281,51148,"ResourceBO:0001,3865",False,"ShopOrderBO:0001,60840244",29-05-2020 16:12:00,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,ATEX-Prüfung,N,,Automatische ATEX-Prüfung Monti 2,S,,Atexprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,51.281,51.148,Monti2 Ve,A010208,A012900ATEX-Prüfung,5200,29-05-2020 16:12:00
10,846331069,A013500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,120,7278,A0102,1,1,1,0,0,5,13486,"ResourceBO:0001,5200",True,"ShopOrderBO:0001,60840244",29-05-2020 16:13:42,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler abstapeln,N,,0020 Station 5.04 Wagen 2 BWM ZONE,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.005,13.486,Monti2 Ve,A0102,A013500Zähler abstapeln,7278,29-05-2020 16:13:42
0,846212526,A011350,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,10,4535,A010204,1,1,0,0,0,4943,2050,,False,"ShopOrderBO:0001,60840244",29-05-2020 16:07:08,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Ventil verschrauben,N,,Ventilmontage Gaszähler AP 4,S,,Ventilmontage,LEVEL1,ASSEMBLY,60840244,0,111,94,,,4.943,2.05,Monti2 Ve,A010204,A011350Ventil verschrauben,4535,29-05-2020 16:07:08
1,846212526,A011900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,30,3862,A0102,1,1,0,0,0,4,172270,"ResourceBO:0001,4536",False,"ShopOrderBO:0001,60840244",29-05-2020 16:07:14,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Messwerk einsetzen,N,,Station 4.01.01 Ventilm. Handauflagepl.,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.004,172.27,Monti2 Ve,A0102,A011900Messwerk einsetzen,3862,29-05-2020 16:07:14
2,846212526,A012000,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,40,3629,A010205,1,1,0,0,0,8332,103783,"ResourceBO:0001,3862",False,"ShopOrderBO:0001,60840244",29-05-2020 16:10:06,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Oberteil dosieren,N,,Station 3.07 Dosieren Oberteil,S,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,8.332,103.783,Monti2 Ve,A010205,A012000Oberteil dosieren,3629,29-05-2020 16:10:06
3,846212526,A012200,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,50,3630,A010205,1,1,0,0,0,4552,4243,"ResourceBO:0001,3629",False,"ShopOrderBO:0001,60840244",29-05-2020 16:11:57,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Unterteil aufsetzen,N,,Station 3.08 Unterteil aufsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,4.552,4.243,Monti2 Ve,A010205,A012200Unterteil aufsetzen,3630,29-05-2020 16:11:57
4,846212526,A012300,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,60,3631,A010206,1,1,0,0,0,9413,12501,"ResourceBO:0001,3630",False,"ShopOrderBO:0001,60840244",29-05-2020 16:12:05,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Falz auflegen,N,,Station 3.09 Falz auflegen,O,,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,9.413,12.501,Monti2 Ve,A010206,A012300Falz auflegen,3631,29-05-2020 16:12:05
5,846212526,A012500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,70,3760,A010206,1,1,0,0,0,15618,14609,"ResourceBO:0001,3631",False,"ShopOrderBO:0001,60840244",29-05-2020 16:12:26,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler vorbördeln,N,,Station 3.11 Vorbördeln Nr. 2,O, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,15.618,14.609,Monti2 Ve,A010206,A012500Zähler vorbördeln,3760,29-05-2020 16:12:26
6,846212526,A012600,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,80,3864,A010206,1,1,0,0,0,11095,4122,"ResourceBO:0001,3760",False,"ShopOrderBO:0001,60840244",29-05-2020 16:12:55,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler fertigbördeln,N,,Station 3.11 Fertigbördeln Nr. 2,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,11.095,4.122,Monti2 Ve,A010206,A012600Zähler fertigbördeln,3864,29-05-2020 16:12:55
7,846212526,A012800,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,90,3946,A010207,1,1,0,0,0,19793,27876,"ResourceBO:0001,3864",False,"ShopOrderBO:0001,60840244",29-05-2020 16:13:10,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler dichtheitsprüfen,N,,Prüfkammer 12,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,19.793,27.876,Monti2 Ve,A010207,A012800Zähler dichtheitsprüfen,3946,29-05-2020 16:13:10
8,846212526,A012850,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,100,3865,A010207,1,1,0,0,0,4,48151,"ResourceBO:0001,3946",False,"ShopOrderBO:0001,60840244",29-05-2020 16:13:56,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Etikett aufbringen (oben),N,,Station 5.07 Etikettierung Nr. 2,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,0.004,48.151,Monti2 Ve,A010207,A012850Etikett aufbringen (oben),3865,29-05-2020 16:13:56
9,846212526,A012900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,110,5200,A010208,1,1,0,0,0,39267,49534,"ResourceBO:0001,3865",False,"ShopOrderBO:0001,60840244",29-05-2020 16:14:44,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,ATEX-Prüfung,N,,Automatische ATEX-Prüfung Monti 2,S,,Atexprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,39.267,49.534,Monti2 Ve,A010208,A012900ATEX-Prüfung,5200,29-05-2020 16:14:44
10,846212526,A013500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,120,7278,A0102,1,1,1,0,0,4,15606,"ResourceBO:0001,5200",True,"ShopOrderBO:0001,60840244",29-05-2020 16:16:12,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler abstapeln,N,,0020 Station 5.04 Wagen 2 BWM ZONE,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.004,15.606,Monti2 Ve,A0102,A013500Zähler abstapeln,7278,29-05-2020 16:16:12
0,846283588,A011350,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,10,4535,A010204,1,1,0,0,0,4149,1610,,False,"ShopOrderBO:0001,60840244",29-05-2020 16:11:08,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Ventil verschrauben,N,,Ventilmontage Gaszähler AP 4,S,,Ventilmontage,LEVEL1,ASSEMBLY,60840244,0,111,94,,,4.149,1.61,Monti2 Ve,A010204,A011350Ventil verschrauben,4535,29-05-2020 16:11:08
1,846283588,A011900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,30,3862,A0102,1,1,0,0,0,3,260597,"ResourceBO:0001,4536",False,"ShopOrderBO:0001,60840244",29-05-2020 16:11:13,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Messwerk einsetzen,N,,Station 4.01.01 Ventilm. Handauflagepl.,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.003,260.597,Monti2 Ve,A0102,A011900Messwerk einsetzen,3862,29-05-2020 16:11:13
2,846283588,A012000,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,40,3629,A010205,1,1,0,0,0,9823,107646,"ResourceBO:0001,3862",False,"ShopOrderBO:0001,60840244",29-05-2020 16:15:33,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Oberteil dosieren,N,,Station 3.07 Dosieren Oberteil,S,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,9.823,107.646,Monti2 Ve,A010205,A012000Oberteil dosieren,3629,29-05-2020 16:15:33
3,846283588,A012200,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,50,3630,A010205,1,1,0,0,0,4907,4072,"ResourceBO:0001,3629",False,"ShopOrderBO:0001,60840244",29-05-2020 16:17:29,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Unterteil aufsetzen,N,,Station 3.08 Unterteil aufsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,4.907,4.072,Monti2 Ve,A010205,A012200Unterteil aufsetzen,3630,29-05-2020 16:17:29
4,846283588,A012300,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,60,3631,A010206,1,1,0,0,0,8530,11561,"ResourceBO:0001,3630",False,"ShopOrderBO:0001,60840244",29-05-2020 16:17:37,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Falz auflegen,N,,Station 3.09 Falz auflegen,O,,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,8.53,11.561,Monti2 Ve,A010206,A012300Falz auflegen,3631,29-05-2020 16:17:37
5,846283588,A012500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,70,3760,A010206,1,1,0,0,0,16211,21524,"ResourceBO:0001,3631",False,"ShopOrderBO:0001,60840244",29-05-2020 16:17:56,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler vorbördeln,N,,Station 3.11 Vorbördeln Nr. 2,O, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,16.211,21.524,Monti2 Ve,A010206,A012500Zähler vorbördeln,3760,29-05-2020 16:17:56
6,846283588,A012600,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,80,3864,A010206,1,1,0,0,0,8961,3457,"ResourceBO:0001,3760",False,"ShopOrderBO:0001,60840244",29-05-2020 16:18:33,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler fertigbördeln,N,,Station 3.11 Fertigbördeln Nr. 2,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,8.961,3.457,Monti2 Ve,A010206,A012600Zähler fertigbördeln,3864,29-05-2020 16:18:33
